complaint_id,type,state,city,amount_lost,age,gender,date,description,status
346,UPI Fraud,Uttar Pradesh,Varanasi,35475,28,Male,2023-01-01 00:00:00,Victim reported upi fraud incident in Varanasi.,Under Investigation
347,Job Scam,Uttar Pradesh,Varanasi,49827,23,Male,2023-04-12 00:00:00,Victim reported job scam incident in Varanasi.,Closed
348,Loan Scam,Uttar Pradesh,Lucknow,30647,55,Male,2023-09-29 00:00:00,Victim reported loan scam incident in Lucknow.,Under Investigation
349,Credit Card Fraud,Uttar Pradesh,Noida,47746,28,Male,2023-04-19 00:00:00,Victim reported credit card fraud incident in Noida.,Open
350,Job Scam,Uttar Pradesh,Lucknow,21597,31,Male,2023-07-29 00:00:00,Victim reported job scam incident in Lucknow.,Closed
351,Loan Scam,Uttar Pradesh,Noida,3274,35,Male,2023-04-18 00:00:00,Victim reported loan scam incident in Noida.,Under Investigation
352,Crypto Scam,Uttar Pradesh,Varanasi,8411,44,Male,2023-12-29 00:00:00,Victim reported crypto scam incident in Varanasi.,Under Investigation
353,Crypto Scam,Uttar Pradesh,Varanasi,26168,48,Female,2023-07-18 00:00:00,Victim reported crypto scam incident in Varanasi.,Open
354,Social Media Hack,Uttar Pradesh,Noida,35244,50,Female,2023-06-02 00:00:00,Victim reported social media hack incident in Noida.,Under Investigation
355,Identity Theft,Uttar Pradesh,Varanasi,15692,28,Male,2023-07-25 00:00:00,Victim reported identity theft incident in Varanasi.,Under Investigation
356,UPI Fraud,Uttar Pradesh,Lucknow,26778,32,Male,2023-02-13 00:00:00,Victim reported upi fraud incident in Lucknow.,Under Investigation
357,KYC Scam,Uttar Pradesh,Varanasi,49423,27,Female,2023-09-26 00:00:00,Victim reported kyc scam incident in Varanasi.,Under Investigation
358,Loan Scam,Uttar Pradesh,Lucknow,37711,50,Female,2023-07-11 00:00:00,Victim reported loan scam incident in Lucknow.,Closed
359,Social Media Hack,Uttar Pradesh,Varanasi,37051,25,Male,2023-06-01 00:00:00,Victim reported social media hack incident in Varanasi.,Closed
360,UPI Fraud,Uttar Pradesh,Noida,22852,55,Male,2023-10-21 00:00:00,Victim reported upi fraud incident in Noida.,Under Investigation
361,Social Media Hack,Uttar Pradesh,Varanasi,45105,51,Male,2023-12-03 00:00:00,Victim reported social media hack incident in Varanasi.,Under Investigation
362,Social Media Hack,Uttar Pradesh,Lucknow,44253,35,Female,2023-07-03 00:00:00,Victim reported social media hack incident in Lucknow.,Under Investigation
363,Job Scam,Uttar Pradesh,Lucknow,49178,19,Female,2023-09-19 00:00:00,Victim reported job scam incident in Lucknow.,Open
364,UPI Fraud,Uttar Pradesh,Noida,15106,37,Male,2023-04-23 00:00:00,Victim reported upi fraud incident in Noida.,Closed
365,KYC Scam,Uttar Pradesh,Varanasi,8068,55,Male,2023-03-07 00:00:00,Victim reported kyc scam incident in Varanasi.,Open
366,Online Shopping Fraud,Uttar Pradesh,Noida,47686,28,Female,2023-03-14 00:00:00,Victim reported online shopping fraud incident in Noida.,Closed
367,Crypto Scam,Uttar Pradesh,Lucknow,47654,53,Female,2023-04-09 00:00:00,Victim reported crypto scam incident in Lucknow.,Closed
368,UPI Fraud,Uttar Pradesh,Varanasi,46527,46,Female,2023-11-02 00:00:00,Victim reported upi fraud incident in Varanasi.,Open
369,Credit Card Fraud,Uttar Pradesh,Varanasi,45728,28,Male,2023-10-27 00:00:00,Victim reported credit card fraud incident in Varanasi.,Open
370,UPI Fraud,Uttar Pradesh,Varanasi,7636,46,Female,2023-11-17 00:00:00,Victim reported upi fraud incident in Varanasi.,Open
371,Credit Card Fraud,Uttar Pradesh,Varanasi,35813,21,Female,2023-09-25 00:00:00,Victim reported credit card fraud incident in Varanasi.,Open
372,UPI Fraud,Uttar Pradesh,Lucknow,13146,33,Male,2023-05-24 00:00:00,Victim reported upi fraud incident in Lucknow.,Open
373,Job Scam,Uttar Pradesh,Noida,42351,19,Male,2023-12-28 00:00:00,Victim reported job scam incident in Noida.,Under Investigation
374,Loan Scam,Uttar Pradesh,Noida,15360,40,Male,2023-10-13 00:00:00,Victim reported loan scam incident in Noida.,Closed
375,Online Shopping Fraud,Uttar Pradesh,Lucknow,23744,27,Male,2023-06-15 00:00:00,Victim reported online shopping fraud incident in Lucknow.,Closed
376,Crypto Scam,Uttar Pradesh,Lucknow,30215,19,Male,2023-10-28 00:00:00,Victim reported crypto scam incident in Lucknow.,Open
377,Phishing,Uttar Pradesh,Noida,44719,45,Female,2023-07-13 00:00:00,Victim reported phishing incident in Noida.,Open
378,KYC Scam,Uttar Pradesh,Varanasi,21197,28,Male,2023-01-29 00:00:00,Victim reported kyc scam incident in Varanasi.,Open
379,KYC Scam,Uttar Pradesh,Noida,23110,31,Female,2023-10-18 00:00:00,Victim reported kyc scam incident in Noida.,Closed
380,Social Media Hack,Uttar Pradesh,Varanasi,22608,37,Male,2023-06-18 00:00:00,Victim reported social media hack incident in Varanasi.,Under Investigation
381,Job Scam,Uttar Pradesh,Varanasi,37601,23,Male,2023-06-14 00:00:00,Victim reported job scam incident in Varanasi.,Under Investigation
382,Credit Card Fraud,Uttar Pradesh,Lucknow,46314,39,Female,2023-08-31 00:00:00,Victim reported credit card fraud incident in Lucknow.,Closed
383,Loan Scam,Uttar Pradesh,Noida,28529,31,Female,2023-04-25 00:00:00,Victim reported loan scam incident in Noida.,Open
384,Identity Theft,Uttar Pradesh,Noida,16429,19,Male,2023-01-06 00:00:00,Victim reported identity theft incident in Noida.,Open
385,UPI Fraud,Uttar Pradesh,Varanasi,30652,33,Female,2023-06-15 00:00:00,Victim reported upi fraud incident in Varanasi.,Open
386,UPI Fraud,Uttar Pradesh,Noida,2813,53,Female,2023-12-14 00:00:00,Victim reported upi fraud incident in Noida.,Open
387,Loan Scam,Uttar Pradesh,Lucknow,30212,20,Female,2023-05-13 00:00:00,Victim reported loan scam incident in Lucknow.,Open
388,Loan Scam,Uttar Pradesh,Lucknow,20871,37,Female,2023-09-02 00:00:00,Victim reported loan scam incident in Lucknow.,Open
389,Identity Theft,Uttar Pradesh,Noida,1065,54,Male,2023-03-05 00:00:00,Victim reported identity theft incident in Noida.,Open
390,Credit Card Fraud,Uttar Pradesh,Lucknow,42281,30,Female,2023-04-25 00:00:00,Victim reported credit card fraud incident in Lucknow.,Open
391,UPI Fraud,Uttar Pradesh,Lucknow,37340,43,Male,2023-02-21 00:00:00,Victim reported upi fraud incident in Lucknow.,Open
392,Job Scam,Uttar Pradesh,Noida,23110,19,Male,2023-06-17 00:00:00,Victim reported job scam incident in Noida.,Under Investigation
393,Credit Card Fraud,Uttar Pradesh,Varanasi,30855,53,Male,2023-01-24 00:00:00,Victim reported credit card fraud incident in Varanasi.,Open
394,Online Shopping Fraud,Uttar Pradesh,Noida,7372,29,Female,2023-05-10 00:00:00,Victim reported online shopping fraud incident in Noida.,Under Investigation
395,Online Shopping Fraud,Uttar Pradesh,Varanasi,19828,24,Male,2023-09-26 00:00:00,Victim reported online shopping fraud incident in Varanasi.,Under Investigation
396,KYC Scam,Uttar Pradesh,Lucknow,28971,55,Female,2023-04-24 00:00:00,Victim reported kyc scam incident in Lucknow.,Under Investigation
397,Identity Theft,Uttar Pradesh,Lucknow,40894,56,Male,2023-08-21 00:00:00,Victim reported identity theft incident in Lucknow.,Closed
398,Online Shopping Fraud,Uttar Pradesh,Varanasi,24401,42,Female,2023-12-08 00:00:00,Victim reported online shopping fraud incident in Varanasi.,Open
399,Phishing,Uttar Pradesh,Noida,11913,21,Male,2023-10-07 00:00:00,Victim reported phishing incident in Noida.,Under Investigation
400,Credit Card Fraud,Uttar Pradesh,Noida,24360,22,Male,2023-01-15 00:00:00,Victim reported credit card fraud incident in Noida.,Under Investigation
401,Social Media Hack,Uttar Pradesh,Lucknow,35771,46,Male,2023-01-20 00:00:00,Victim reported social media hack incident in Lucknow.,Closed
402,Credit Card Fraud,Uttar Pradesh,Noida,44626,37,Female,2023-12-13 00:00:00,Victim reported credit card fraud incident in Noida.,Under Investigation
403,Phishing,Uttar Pradesh,Lucknow,26537,56,Female,2023-05-02 00:00:00,Victim reported phishing incident in Lucknow.,Under Investigation
404,Social Media Hack,Uttar Pradesh,Varanasi,43477,34,Female,2023-12-30 00:00:00,Victim reported social media hack incident in Varanasi.,Under Investigation
405,Loan Scam,Uttar Pradesh,Lucknow,12585,37,Female,2023-09-21 00:00:00,Victim reported loan scam incident in Lucknow.,Under Investigation
406,Phishing,Uttar Pradesh,Noida,38348,53,Male,2023-09-07 00:00:00,Victim reported phishing incident in Noida.,Under Investigation
407,Crypto Scam,Uttar Pradesh,Noida,24635,32,Female,2023-12-21 00:00:00,Victim reported crypto scam incident in Noida.,Under Investigation
408,Job Scam,Uttar Pradesh,Noida,16261,46,Female,2023-06-29 00:00:00,Victim reported job scam incident in Noida.,Under Investigation
409,Loan Scam,Uttar Pradesh,Varanasi,39719,47,Male,2023-06-11 00:00:00,Victim reported loan scam incident in Varanasi.,Closed
410,Social Media Hack,Uttar Pradesh,Varanasi,2430,57,Male,2023-01-17 00:00:00,Victim reported social media hack incident in Varanasi.,Under Investigation
411,Credit Card Fraud,Uttar Pradesh,Lucknow,21549,41,Male,2023-05-22 00:00:00,Victim reported credit card fraud incident in Lucknow.,Under Investigation
412,Online Shopping Fraud,Uttar Pradesh,Lucknow,15476,25,Female,2023-05-24 00:00:00,Victim reported online shopping fraud incident in Lucknow.,Under Investigation
413,KYC Scam,Uttar Pradesh,Varanasi,22430,28,Female,2023-01-10 00:00:00,Victim reported kyc scam incident in Varanasi.,Open
414,Identity Theft,Uttar Pradesh,Varanasi,10739,59,Male,2023-03-24 00:00:00,Victim reported identity theft incident in Varanasi.,Closed
415,Social Media Hack,Uttar Pradesh,Lucknow,4252,52,Female,2023-06-07 00:00:00,Victim reported social media hack incident in Lucknow.,Open
416,Job Scam,Uttar Pradesh,Lucknow,31899,35,Male,2023-10-13 00:00:00,Victim reported job scam incident in Lucknow.,Open
417,Crypto Scam,Uttar Pradesh,Noida,17891,58,Male,2023-07-03 00:00:00,Victim reported crypto scam incident in Noida.,Closed
418,Credit Card Fraud,Uttar Pradesh,Varanasi,33471,19,Male,2023-12-18 00:00:00,Victim reported credit card fraud incident in Varanasi.,Closed
419,Crypto Scam,Uttar Pradesh,Noida,47480,22,Female,2023-05-01 00:00:00,Victim reported crypto scam incident in Noida.,Under Investigation
420,Online Shopping Fraud,Uttar Pradesh,Noida,43254,57,Female,2023-03-16 00:00:00,Victim reported online shopping fraud incident in Noida.,Closed
421,KYC Scam,Uttar Pradesh,Varanasi,47405,56,Male,2023-09-19 00:00:00,Victim reported kyc scam incident in Varanasi.,Open
422,KYC Scam,Uttar Pradesh,Varanasi,6748,49,Male,2023-01-07 00:00:00,Victim reported kyc scam incident in Varanasi.,Closed
423,Online Shopping Fraud,Uttar Pradesh,Lucknow,40911,22,Male,2023-10-10 00:00:00,Victim reported online shopping fraud incident in Lucknow.,Under Investigation
424,Credit Card Fraud,Uttar Pradesh,Varanasi,9853,25,Female,2023-06-25 00:00:00,Victim reported credit card fraud incident in Varanasi.,Closed
425,Crypto Scam,Uttar Pradesh,Noida,12486,18,Male,2023-10-06 00:00:00,Victim reported crypto scam incident in Noida.,Open
426,Phishing,Uttar Pradesh,Varanasi,48996,47,Male,2023-07-08 00:00:00,Victim reported phishing incident in Varanasi.,Closed
427,Identity Theft,Uttar Pradesh,Lucknow,48331,20,Male,2023-06-14 00:00:00,Victim reported identity theft incident in Lucknow.,Closed
428,Social Media Hack,Uttar Pradesh,Lucknow,42003,25,Female,2023-04-01 00:00:00,Victim reported social media hack incident in Lucknow.,Closed
429,KYC Scam,Uttar Pradesh,Noida,38531,41,Male,2023-09-25 00:00:00,Victim reported kyc scam incident in Noida.,Open
430,Crypto Scam,Uttar Pradesh,Lucknow,21658,18,Female,2023-02-17 00:00:00,Victim reported crypto scam incident in Lucknow.,Closed
431,Crypto Scam,Uttar Pradesh,Varanasi,36740,35,Female,2023-12-07 00:00:00,Victim reported crypto scam incident in Varanasi.,Closed
432,Crypto Scam,Uttar Pradesh,Varanasi,30934,29,Male,2023-01-17 00:00:00,Victim reported crypto scam incident in Varanasi.,Open
433,Crypto Scam,Uttar Pradesh,Varanasi,21483,25,Female,2023-11-25 00:00:00,Victim reported crypto scam incident in Varanasi.,Open
434,Online Shopping Fraud,Uttar Pradesh,Lucknow,17660,27,Female,2023-12-03 00:00:00,Victim reported online shopping fraud incident in Lucknow.,Closed
435,Credit Card Fraud,Uttar Pradesh,Varanasi,39985,43,Female,2023-04-19 00:00:00,Victim reported credit card fraud incident in Varanasi.,Closed
436,UPI Fraud,Uttar Pradesh,Noida,33951,51,Female,2023-08-04 00:00:00,Victim reported upi fraud incident in Noida.,Under Investigation
437,Phishing,Uttar Pradesh,Varanasi,17131,58,Female,2023-03-29 00:00:00,Victim reported phishing incident in Varanasi.,Closed
438,Loan Scam,Uttar Pradesh,Lucknow,33451,33,Female,2023-12-11 00:00:00,Victim reported loan scam incident in Lucknow.,Closed
439,UPI Fraud,Uttar Pradesh,Noida,28575,53,Male,2023-08-24 00:00:00,Victim reported upi fraud incident in Noida.,Closed
440,Loan Scam,Uttar Pradesh,Varanasi,45432,40,Female,2023-10-12 00:00:00,Victim reported loan scam incident in Varanasi.,Under Investigation
441,Crypto Scam,Uttar Pradesh,Varanasi,40557,54,Female,2023-08-10 00:00:00,Victim reported crypto scam incident in Varanasi.,Under Investigation
442,Credit Card Fraud,Uttar Pradesh,Varanasi,36670,28,Female,2023-11-21 00:00:00,Victim reported credit card fraud incident in Varanasi.,Closed
443,Identity Theft,Uttar Pradesh,Lucknow,9901,23,Male,2023-07-05 00:00:00,Victim reported identity theft incident in Lucknow.,Open
444,Job Scam,Uttar Pradesh,Varanasi,5153,38,Female,2023-07-09 00:00:00,Victim reported job scam incident in Varanasi.,Open
445,Online Shopping Fraud,Uttar Pradesh,Lucknow,25102,53,Female,2023-11-07 00:00:00,Victim reported online shopping fraud incident in Lucknow.,Closed
446,UPI Fraud,Uttar Pradesh,Lucknow,30927,45,Female,2023-07-07 00:00:00,Victim reported upi fraud incident in Lucknow.,Open
447,UPI Fraud,Uttar Pradesh,Lucknow,16504,44,Female,2023-01-01 00:00:00,Victim reported upi fraud incident in Lucknow.,Under Investigation
448,Crypto Scam,Uttar Pradesh,Varanasi,44474,54,Female,2023-02-08 00:00:00,Victim reported crypto scam incident in Varanasi.,Open
449,UPI Fraud,Uttar Pradesh,Lucknow,32087,54,Male,2023-08-05 00:00:00,Victim reported upi fraud incident in Lucknow.,Open
450,Phishing,Uttar Pradesh,Noida,27483,52,Female,2023-06-12 00:00:00,Victim reported phishing incident in Noida.,Open
451,Crypto Scam,Uttar Pradesh,Varanasi,45862,48,Female,2023-01-09 00:00:00,Victim reported crypto scam incident in Varanasi.,Closed
452,Job Scam,Uttar Pradesh,Varanasi,16185,23,Male,2023-11-15 00:00:00,Victim reported job scam incident in Varanasi.,Open
453,Phishing,Uttar Pradesh,Lucknow,42312,19,Female,2023-02-10 00:00:00,Victim reported phishing incident in Lucknow.,Under Investigation
454,Social Media Hack,Uttar Pradesh,Varanasi,2126,51,Male,2023-01-20 00:00:00,Victim reported social media hack incident in Varanasi.,Under Investigation
455,Credit Card Fraud,Uttar Pradesh,Lucknow,1470,57,Male,2023-11-01 00:00:00,Victim reported credit card fraud incident in Lucknow.,Under Investigation
456,Credit Card Fraud,Uttar Pradesh,Varanasi,31510,47,Male,2023-04-04 00:00:00,Victim reported credit card fraud incident in Varanasi.,Closed
457,Loan Scam,Uttar Pradesh,Noida,25879,29,Male,2023-01-14 00:00:00,Victim reported loan scam incident in Noida.,Under Investigation
458,Crypto Scam,Uttar Pradesh,Varanasi,15105,27,Male,2023-12-16 00:00:00,Victim reported crypto scam incident in Varanasi.,Open
459,Social Media Hack,Uttar Pradesh,Varanasi,12437,29,Female,2024-01-01 00:00:00,Victim reported social media hack incident in Varanasi.,Under Investigation
460,Social Media Hack,Uttar Pradesh,Varanasi,48620,51,Male,2023-01-08 00:00:00,Victim reported social media hack incident in Varanasi.,Under Investigation
461,UPI Fraud,Uttar Pradesh,Lucknow,25151,45,Male,2023-03-16 00:00:00,Victim reported upi fraud incident in Lucknow.,Under Investigation
462,Social Media Hack,Uttar Pradesh,Varanasi,43361,41,Female,2023-06-03 00:00:00,Victim reported social media hack incident in Varanasi.,Closed
463,Phishing,Karnataka,Mangalore,49689,48,Female,2023-05-26 00:00:00,Victim reported phishing incident in Mangalore.,Closed
464,Social Media Hack,Karnataka,Bengaluru,14351,31,Female,2023-05-04 00:00:00,Victim reported social media hack incident in Bengaluru.,Under Investigation
465,Credit Card Fraud,Karnataka,Mangalore,38485,60,Male,2023-07-25 00:00:00,Victim reported credit card fraud incident in Mangalore.,Open
466,Social Media Hack,Karnataka,Mysuru,24753,55,Female,2023-11-21 00:00:00,Victim reported social media hack incident in Mysuru.,Closed
467,Loan Scam,Karnataka,Bengaluru,44622,20,Female,2023-12-02 00:00:00,Victim reported loan scam incident in Bengaluru.,Open
468,Crypto Scam,Karnataka,Bengaluru,20167,56,Female,2023-01-21 00:00:00,Victim reported crypto scam incident in Bengaluru.,Closed
469,Phishing,Karnataka,Mangalore,17835,42,Female,2023-03-04 00:00:00,Victim reported phishing incident in Mangalore.,Closed
470,Identity Theft,Karnataka,Bengaluru,40172,37,Female,2023-10-26 00:00:00,Victim reported identity theft incident in Bengaluru.,Under Investigation
471,Online Shopping Fraud,Karnataka,Mangalore,13545,18,Female,2023-07-20 00:00:00,Victim reported online shopping fraud incident in Mangalore.,Open
472,UPI Fraud,Karnataka,Mangalore,48531,50,Male,2023-12-08 00:00:00,Victim reported upi fraud incident in Mangalore.,Open
473,Credit Card Fraud,Karnataka,Mangalore,43300,34,Male,2023-05-12 00:00:00,Victim reported credit card fraud incident in Mangalore.,Under Investigation
474,Social Media Hack,Karnataka,Mangalore,20146,19,Female,2023-01-13 00:00:00,Victim reported social media hack incident in Mangalore.,Closed
475,Loan Scam,Karnataka,Mangalore,37985,50,Male,2023-07-10 00:00:00,Victim reported loan scam incident in Mangalore.,Under Investigation
476,UPI Fraud,Karnataka,Bengaluru,41324,47,Male,2023-01-12 00:00:00,Victim reported upi fraud incident in Bengaluru.,Open
477,Crypto Scam,Karnataka,Bengaluru,18113,47,Female,2023-09-05 00:00:00,Victim reported crypto scam incident in Bengaluru.,Under Investigation
478,Credit Card Fraud,Karnataka,Mysuru,20892,32,Female,2023-07-14 00:00:00,Victim reported credit card fraud incident in Mysuru.,Closed
479,UPI Fraud,Karnataka,Mangalore,49012,28,Male,2023-05-18 00:00:00,Victim reported upi fraud incident in Mangalore.,Closed
480,UPI Fraud,Karnataka,Mysuru,44580,48,Female,2023-10-03 00:00:00,Victim reported upi fraud incident in Mysuru.,Closed
481,Crypto Scam,Karnataka,Bengaluru,5418,29,Female,2023-03-03 00:00:00,Victim reported crypto scam incident in Bengaluru.,Open
482,Loan Scam,Karnataka,Bengaluru,30781,60,Male,2023-04-29 00:00:00,Victim reported loan scam incident in Bengaluru.,Under Investigation
483,Crypto Scam,Karnataka,Mangalore,26587,24,Female,2023-02-10 00:00:00,Victim reported crypto scam incident in Mangalore.,Closed
484,Job Scam,Karnataka,Bengaluru,21976,37,Female,2023-05-28 00:00:00,Victim reported job scam incident in Bengaluru.,Closed
485,Job Scam,Karnataka,Mysuru,27483,26,Male,2023-06-22 00:00:00,Victim reported job scam incident in Mysuru.,Closed
486,Social Media Hack,Karnataka,Bengaluru,18981,38,Male,2023-01-18 00:00:00,Victim reported social media hack incident in Bengaluru.,Open
487,Crypto Scam,Karnataka,Bengaluru,37044,25,Female,2023-08-23 00:00:00,Victim reported crypto scam incident in Bengaluru.,Closed
488,Social Media Hack,Karnataka,Bengaluru,16416,53,Female,2023-12-18 00:00:00,Victim reported social media hack incident in Bengaluru.,Under Investigation
489,Social Media Hack,Karnataka,Mangalore,14166,42,Male,2023-02-14 00:00:00,Victim reported social media hack incident in Mangalore.,Open
490,KYC Scam,Karnataka,Mysuru,45236,37,Female,2023-05-07 00:00:00,Victim reported kyc scam incident in Mysuru.,Open
491,Crypto Scam,Karnataka,Mangalore,41129,50,Male,2023-05-28 00:00:00,Victim reported crypto scam incident in Mangalore.,Open
492,UPI Fraud,Karnataka,Mangalore,32373,21,Female,2023-03-27 00:00:00,Victim reported upi fraud incident in Mangalore.,Open
493,Job Scam,Karnataka,Mangalore,35836,25,Female,2023-07-15 00:00:00,Victim reported job scam incident in Mangalore.,Open
494,Loan Scam,Karnataka,Mysuru,15672,42,Male,2023-08-02 00:00:00,Victim reported loan scam incident in Mysuru.,Under Investigation
495,Credit Card Fraud,Karnataka,Mysuru,44283,40,Female,2023-11-10 00:00:00,Victim reported credit card fraud incident in Mysuru.,Under Investigation
496,Loan Scam,Karnataka,Bengaluru,25247,22,Male,2023-10-13 00:00:00,Victim reported loan scam incident in Bengaluru.,Under Investigation
497,Phishing,Karnataka,Bengaluru,41832,37,Male,2023-09-07 00:00:00,Victim reported phishing incident in Bengaluru.,Closed
498,KYC Scam,Karnataka,Bengaluru,4350,19,Female,2023-03-15 00:00:00,Victim reported kyc scam incident in Bengaluru.,Open
499,Phishing,Karnataka,Mysuru,13877,45,Male,2023-07-28 00:00:00,Victim reported phishing incident in Mysuru.,Closed
500,Job Scam,Karnataka,Mysuru,1896,28,Female,2023-02-21 00:00:00,Victim reported job scam incident in Mysuru.,Under Investigation
501,Identity Theft,Karnataka,Mangalore,47159,23,Female,2023-07-29 00:00:00,Victim reported identity theft incident in Mangalore.,Under Investigation
502,KYC Scam,Karnataka,Mangalore,14655,27,Female,2023-10-19 00:00:00,Victim reported kyc scam incident in Mangalore.,Closed
503,Identity Theft,Karnataka,Mysuru,17809,53,Female,2023-09-21 00:00:00,Victim reported identity theft incident in Mysuru.,Under Investigation
504,Identity Theft,Karnataka,Mangalore,45374,31,Male,2023-01-26 00:00:00,Victim reported identity theft incident in Mangalore.,Open
505,Loan Scam,Karnataka,Bengaluru,3717,46,Female,2023-11-12 00:00:00,Victim reported loan scam incident in Bengaluru.,Under Investigation
506,Online Shopping Fraud,Karnataka,Bengaluru,25905,41,Female,2023-08-18 00:00:00,Victim reported online shopping fraud incident in Bengaluru.,Under Investigation
507,Social Media Hack,Karnataka,Mangalore,21973,44,Female,2023-04-28 00:00:00,Victim reported social media hack incident in Mangalore.,Under Investigation
508,Credit Card Fraud,Karnataka,Mysuru,24031,35,Female,2023-05-10 00:00:00,Victim reported credit card fraud incident in Mysuru.,Closed
509,Social Media Hack,Karnataka,Mangalore,9206,60,Female,2023-11-06 00:00:00,Victim reported social media hack incident in Mangalore.,Closed
510,Social Media Hack,Karnataka,Mysuru,8747,20,Male,2023-03-29 00:00:00,Victim reported social media hack incident in Mysuru.,Closed
511,Credit Card Fraud,Karnataka,Mangalore,7212,18,Male,2023-10-20 00:00:00,Victim reported credit card fraud incident in Mangalore.,Open
512,Loan Scam,Karnataka,Bengaluru,47868,50,Male,2023-03-04 00:00:00,Victim reported loan scam incident in Bengaluru.,Under Investigation
513,Online Shopping Fraud,Karnataka,Mangalore,49427,54,Male,2023-09-04 00:00:00,Victim reported online shopping fraud incident in Mangalore.,Under Investigation
514,Loan Scam,Karnataka,Bengaluru,39672,21,Female,2023-02-02 00:00:00,Victim reported loan scam incident in Bengaluru.,Under Investigation
515,Loan Scam,Karnataka,Mysuru,22936,25,Female,2023-12-04 00:00:00,Victim reported loan scam incident in Mysuru.,Under Investigation
516,Identity Theft,Karnataka,Mysuru,10890,19,Female,2023-05-20 00:00:00,Victim reported identity theft incident in Mysuru.,Closed
517,UPI Fraud,Karnataka,Bengaluru,20702,49,Male,2023-06-25 00:00:00,Victim reported upi fraud incident in Bengaluru.,Closed
518,Crypto Scam,Karnataka,Mysuru,14879,57,Male,2023-02-28 00:00:00,Victim reported crypto scam incident in Mysuru.,Open
519,Social Media Hack,Karnataka,Mysuru,25851,20,Female,2023-10-09 00:00:00,Victim reported social media hack incident in Mysuru.,Under Investigation
520,Job Scam,Karnataka,Mangalore,10674,22,Female,2023-02-28 00:00:00,Victim reported job scam incident in Mangalore.,Open
521,Job Scam,Karnataka,Mangalore,8859,30,Male,2023-05-14 00:00:00,Victim reported job scam incident in Mangalore.,Open
522,Phishing,Karnataka,Mangalore,48371,42,Female,2023-01-30 00:00:00,Victim reported phishing incident in Mangalore.,Under Investigation
523,Phishing,Karnataka,Bengaluru,47338,34,Female,2023-09-15 00:00:00,Victim reported phishing incident in Bengaluru.,Closed
524,Phishing,Karnataka,Bengaluru,7638,36,Female,2023-04-10 00:00:00,Victim reported phishing incident in Bengaluru.,Closed
525,Online Shopping Fraud,Karnataka,Bengaluru,15315,44,Male,2023-09-06 00:00:00,Victim reported online shopping fraud incident in Bengaluru.,Closed
526,Online Shopping Fraud,Karnataka,Mangalore,16282,52,Female,2023-09-04 00:00:00,Victim reported online shopping fraud incident in Mangalore.,Closed
527,Online Shopping Fraud,Karnataka,Mysuru,45245,40,Male,2023-02-12 00:00:00,Victim reported online shopping fraud incident in Mysuru.,Closed
528,Crypto Scam,Karnataka,Mysuru,16595,31,Male,2023-11-13 00:00:00,Victim reported crypto scam incident in Mysuru.,Under Investigation
529,Social Media Hack,Karnataka,Bengaluru,42513,39,Male,2023-12-17 00:00:00,Victim reported social media hack incident in Bengaluru.,Under Investigation
530,Loan Scam,Karnataka,Mangalore,18867,51,Male,2023-04-18 00:00:00,Victim reported loan scam incident in Mangalore.,Closed
531,Online Shopping Fraud,Karnataka,Bengaluru,3425,60,Female,2023-04-11 00:00:00,Victim reported online shopping fraud incident in Bengaluru.,Under Investigation
532,Crypto Scam,Karnataka,Mangalore,36556,55,Female,2023-07-30 00:00:00,Victim reported crypto scam incident in Mangalore.,Under Investigation
533,Job Scam,Karnataka,Mangalore,30849,48,Female,2023-06-18 00:00:00,Victim reported job scam incident in Mangalore.,Closed
534,Credit Card Fraud,Karnataka,Mysuru,1707,42,Female,2023-06-13 00:00:00,Victim reported credit card fraud incident in Mysuru.,Under Investigation
535,KYC Scam,Karnataka,Bengaluru,1423,44,Female,2023-07-05 00:00:00,Victim reported kyc scam incident in Bengaluru.,Open
536,KYC Scam,Karnataka,Mysuru,43204,59,Female,2023-10-27 00:00:00,Victim reported kyc scam incident in Mysuru.,Under Investigation
537,Crypto Scam,Karnataka,Mangalore,1040,57,Male,2023-01-17 00:00:00,Victim reported crypto scam incident in Mangalore.,Closed
538,Online Shopping Fraud,Karnataka,Mangalore,20884,27,Male,2023-04-09 00:00:00,Victim reported online shopping fraud incident in Mangalore.,Open
539,Credit Card Fraud,Karnataka,Mangalore,27395,21,Male,2023-12-07 00:00:00,Victim reported credit card fraud incident in Mangalore.,Under Investigation
540,Phishing,Karnataka,Mysuru,30717,22,Male,2023-11-30 00:00:00,Victim reported phishing incident in Mysuru.,Under Investigation
541,UPI Fraud,Karnataka,Mysuru,44035,23,Male,2023-01-08 00:00:00,Victim reported upi fraud incident in Mysuru.,Closed
542,Phishing,Karnataka,Mangalore,45526,28,Male,2023-10-02 00:00:00,Victim reported phishing incident in Mangalore.,Under Investigation
543,Online Shopping Fraud,Karnataka,Mysuru,3789,51,Male,2023-10-09 00:00:00,Victim reported online shopping fraud incident in Mysuru.,Closed
544,Online Shopping Fraud,Karnataka,Mangalore,48234,44,Female,2023-12-10 00:00:00,Victim reported online shopping fraud incident in Mangalore.,Under Investigation
545,Crypto Scam,Karnataka,Bengaluru,6814,41,Male,2023-12-25 00:00:00,Victim reported crypto scam incident in Bengaluru.,Under Investigation
546,Credit Card Fraud,Karnataka,Bengaluru,20542,46,Male,2023-07-18 00:00:00,Victim reported credit card fraud incident in Bengaluru.,Under Investigation
